YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_DELAY,SCHEDULED_TIME,DISTANCE,ARRIVAL_DELAY,DIVERTED,CANCELLED,AIRLINE_NAME,ORIGIN_AIRPORT_NAME,ORIGIN_CITY,ORIGIN_STATE,DEST_AIRPORT_NAME,DEST_CITY,DEST_STATE,FLIGHT_DATE,SCHED_DEP_HOUR,IS_DELAYED,IS_WEEKEND,SEASON,ROUTE
2015,6,21,7,UA,5435,ORD,LAS,2232,34.4,104.0,612.0,33.7,0,0,United Air Lines Inc.,Chicago O'Hare International Airport,Chicago,IL,McCarran International Airport,Las Vegas,NV,2015-06-21,22,1,1,Verano,ORD-LAS
2015,5,2,6,AS,5644,CLT,SFO,736,8.4,264.0,1644.0,11.5,0,0,Alaska Airlines Inc.,Charlotte Douglas International Airport,Charlotte,NC,San Francisco International Airport,San Francisco,CA,2015-05-02,7,0,1,Primavera,CLT-SFO
2015,9,28,1,UA,828,IAH,BOS,934,2.3,69.0,439.0,-3.3,0,0,United Air Lines Inc.,George Bush Intercontinental Airport,Houston,TX,Logan International Airport,Boston,MA,2015-09-28,9,0,0,Otono,IAH-BOS
2015,4,1,3,NK,9,LAS,PHX,1536,17.6,155.0,996.0,17.7,0,0,Spirit Air Lines,McCarran International Airport,Las Vegas,NV,Phoenix Sky Harbor International Airport,Phoenix,AZ,2015-04-01,15,1,0,Primavera,LAS-PHX
2015,10,14,3,DL,2703,MCO,IAH,59,-4.2,199.0,1168.0,-6.8,0,0,Delta Air Lines Inc.,Orlando International Airport,Orlando,FL,George Bush Intercontinental Airport,Houston,TX,2015-10-14,0,0,0,Otono,MCO-IAH
2015,2,5,4,WN,1454,LAX,ORD,1243,-8.2,192.0,1100.0,-4.8,0,0,Southwest Airlines Co.,Los Angeles International Airport,Los Angeles,CA,Chicago O'Hare International Airport,Chicago,IL,2015-02-05,12,0,0,Invierno,LAX-ORD
2015,10,17,6,UA,2102,ATL,DEN,2300,31.7,250.0,1723.0,36.0,0,0,United Air Lines Inc.,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,Denver International Airport,Denver,CO,2015-10-17,23,1,1,Otono,ATL-DEN
2015,5,30,6,NK,1858,BOS,ATL,1414,10.9,399.0,2662.0,14.3,0,0,Spirit Air Lines,Logan International Airport,Boston,MA,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,2015-05-30,14,0,1,Primavera,BOS-ATL
2015,11,24,2,DL,2115,BOS,SFO,1327,-15.0,330.0,2325.0,-13.0,0,0,Delta Air Lines Inc.,Logan International Airport,Boston,MA,San Francisco International Airport,San Francisco,CA,2015-11-24,13,0,0,Otono,BOS-SFO
2015,4,18,6,AS,765,CLT,LAX,13,8.1,346.0,2509.0,11.2,0,0,Alaska Airlines Inc.,Charlotte Douglas International Airport,Charlotte,NC,Los Angeles International Airport,Los Angeles,CA,2015-04-18,0,0,1,Primavera,CLT-LAX
2015,12,30,3,OO,4768,PHX,DEN,1956,27.9,101.0,577.0,23.2,0,0,Skywest Airlines Inc.,Phoenix Sky Harbor International Airport,Phoenix,AZ,Denver International Airport,Denver,CO,2015-12-30,19,1,0,Invierno,PHX-DEN
2015,6,24,3,AS,5369,DFW,MCO,2129,34.5,51.0,175.0,36.2,0,0,Alaska Airlines Inc.,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,Orlando International Airport,Orlando,FL,2015-06-24,21,1,0,Verano,DFW-MCO
2015,1,31,6,AA,2500,SFO,MIA,11,22.7,171.0,895.0,30.8,0,0,American Airlines Inc.,San Francisco International Airport,San Francisco,CA,Miami International Airport,Miami,FL,2015-01-31,0,1,1,Invierno,SFO-MIA
2015,4,17,5,AS,847,ATL,LAX,1159,14.9,377.0,2629.0,16.8,0,0,Alaska Airlines Inc.,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,Los Angeles International Airport,Los Angeles,CA,2015-04-17,11,0,0,Primavera,ATL-LAX
2015,1,11,7,B6,6159,LAS,MIA,2006,21.4,29.0,154.0,18.7,0,0,JetBlue Airways,McCarran International Airport,Las Vegas,NV,Miami International Airport,Miami,FL,2015-01-11,20,1,1,Invierno,LAS-MIA
2015,11,17,2,B6,4487,ATL,ORD,1257,-15.6,199.0,1391.0,-19.0,0,0,JetBlue Airways,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,Chicago O'Hare International Airport,Chicago,IL,2015-11-17,12,0,0,Otono,ATL-ORD
2015,12,16,3,AA,182,SFO,DEN,1313,31.7,418.0,2590.0,35.1,0,0,American Airlines Inc.,San Francisco International Airport,San Francisco,CA,Denver International Airport,Denver,CO,2015-12-16,13,1,0,Invierno,SFO-DEN
2015,2,19,4,AS,1632,PHX,IAH,140,-1.2,280.0,1617.0,-1.2,0,0,Alaska Airlines Inc.,Phoenix Sky Harbor International Airport,Phoenix,AZ,George Bush Intercontinental Airport,Houston,TX,2015-02-19,1,0,0,Invierno,PHX-IAH
2015,6,6,6,WN,4862,BOS,DFW,450,-13.2,137.0,903.0,-7.5,0,0,Southwest Airlines Co.,Logan International Airport,Boston,MA,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,2015-06-06,4,0,1,Verano,BOS-DFW
2015,7,24,5,AS,6535,MIA,SEA,1747,37.8,247.0,1839.0,38.4,0,0,Alaska Airlines Inc.,Miami International Airport,Miami,FL,Seattle-Tacoma International Airport,Seattle,WA,2015-07-24,17,1,0,Verano,MIA-SEA
2015,4,1,3,B6,3636,CLT,DFW,1905,26.7,156.0,1009.0,21.6,0,0,JetBlue Airways,Charlotte Douglas International Airport,Charlotte,NC,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,2015-04-01,19,1,0,Primavera,CLT-DFW
2015,9,22,2,AS,3805,LAX,SEA,1,-3.4,248.0,1819.0,2.8,0,0,Alaska Airlines Inc.,Los Angeles International Airport,Los Angeles,CA,Seattle-Tacoma International Airport,Seattle,WA,2015-09-22,0,0,0,Otono,LAX-SEA
2015,2,1,7,B6,1903,MIA,SFO,1633,33.1,350.0,2408.0,29.9,0,0,JetBlue Airways,Miami International Airport,Miami,FL,San Francisco International Airport,San Francisco,CA,2015-02-01,16,1,1,Invierno,MIA-SFO
2015,7,8,3,NK,4489,MCO,DFW,1457,23.3,146.0,905.0,20.4,0,0,Spirit Air Lines,Orlando International Airport,Orlando,FL,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,2015-07-08,14,1,0,Verano,MCO-DFW
2015,5,31,7,HA,51,DEN,CLT,36,4.3,68.0,353.0,11.4,0,0,Hawaiian Airlines Inc.,Denver International Airport,Denver,CO,Charlotte Douglas International Airport,Charlotte,NC,2015-05-31,0,0,1,Primavera,DEN-CLT
2015,8,1,6,AA,1932,ATL,DFW,941,27.6,353.0,2302.0,21.3,0,0,American Airlines Inc.,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,2015-08-01,9,1,1,Verano,ATL-DFW
2015,5,12,2,HA,6152,CLT,BOS,514,-8.6,267.0,1874.0,-2.6,0,0,Hawaiian Airlines Inc.,Charlotte Douglas International Airport,Charlotte,NC,Logan International Airport,Boston,MA,2015-05-12,5,0,0,Primavera,CLT-BOS
2015,12,28,1,WN,3044,LAX,SFO,349,2.5,51.0,162.0,0.3,0,0,Southwest Airlines Co.,Los Angeles International Airport,Los Angeles,CA,San Francisco International Airport,San Francisco,CA,2015-12-28,3,0,0,Invierno,LAX-SFO
2015,4,8,3,UA,6132,BOS,IAH,925,11.5,196.0,1483.0,15.2,0,0,United Air Lines Inc.,Logan International Airport,Boston,MA,George Bush Intercontinental Airport,Houston,TX,2015-04-08,9,0,0,Primavera,BOS-IAH
2015,6,9,2,NK,6237,ATL,SEA,1811,26.5,263.0,1576.0,22.2,0,0,Spirit Air Lines,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,Seattle-Tacoma International Airport,Seattle,WA,2015-06-09,18,1,0,Verano,ATL-SEA
2015,5,27,3,AA,1993,LAS,JFK,236,10.8,220.0,1313.0,8.6,0,0,American Airlines Inc.,McCarran International Airport,Las Vegas,NV,John F. Kennedy International Airport,New York,NY,2015-05-27,2,0,0,Primavera,LAS-JFK
2015,2,3,2,DL,1620,SEA,LAS,1805,17.3,294.0,2386.0,22.1,0,0,Delta Air Lines Inc.,Seattle-Tacoma International Airport,Seattle,WA,McCarran International Airport,Las Vegas,NV,2015-02-03,18,1,0,Invierno,SEA-LAS
2015,3,11,3,UA,3664,BOS,MCO,1805,24.3,272.0,2068.0,21.2,0,0,United Air Lines Inc.,Logan International Airport,Boston,MA,Orlando International Airport,Orlando,FL,2015-03-11,18,1,0,Primavera,BOS-MCO
2015,1,12,1,HA,6614,DFW,MIA,618,14.6,207.0,1347.0,-1.6,0,0,Hawaiian Airlines Inc.,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,Miami International Airport,Miami,FL,2015-01-12,6,0,0,Invierno,DFW-MIA
2015,8,16,7,B6,5812,SEA,IAH,30,23.9,228.0,1421.0,20.4,0,0,JetBlue Airways,Seattle-Tacoma International Airport,Seattle,WA,George Bush Intercontinental Airport,Houston,TX,2015-08-16,0,1,1,Verano,SEA-IAH
2015,1,22,4,DL,5179,SEA,LAX,236,-5.2,318.0,2014.0,-6.9,0,0,Delta Air Lines Inc.,Seattle-Tacoma International Airport,Seattle,WA,Los Angeles International Airport,Los Angeles,CA,2015-01-22,2,0,0,Invierno,SEA-LAX
2015,1,25,7,AA,5619,MIA,JFK,2242,24.5,91.0,560.0,28.4,0,0,American Airlines Inc.,Miami International Airport,Miami,FL,John F. Kennedy International Airport,New York,NY,2015-01-25,22,1,1,Invierno,MIA-JFK
2015,9,11,5,B6,6018,PHX,MIA,724,-18.3,79.0,354.0,-19.9,0,0,JetBlue Airways,Phoenix Sky Harbor International Airport,Phoenix,AZ,Miami International Airport,Miami,FL,2015-09-11,7,0,0,Otono,PHX-MIA
2015,12,10,4,UA,193,LAS,IAH,1838,24.1,220.0,1540.0,27.7,0,0,United Air Lines Inc.,McCarran International Airport,Las Vegas,NV,George Bush Intercontinental Airport,Houston,TX,2015-12-10,18,1,0,Invierno,LAS-IAH
2015,9,15,2,OO,3424,BOS,LAS,2020,6.2,91.0,387.0,7.6,0,0,Skywest Airlines Inc.,Logan International Airport,Boston,MA,McCarran International Airport,Las Vegas,NV,2015-09-15,20,0,0,Otono,BOS-LAS
2015,6,16,2,F9,4333,PHX,DEN,1011,15.9,95.0,443.0,9.5,0,0,Frontier Airlines Inc.,Phoenix Sky Harbor International Airport,Phoenix,AZ,Denver International Airport,Denver,CO,2015-06-16,10,1,0,Verano,PHX-DEN
2015,3,27,5,HA,3863,SEA,IAH,206,3.5,59.0,282.0,2.3,0,0,Hawaiian Airlines Inc.,Seattle-Tacoma International Airport,Seattle,WA,George Bush Intercontinental Airport,Houston,TX,2015-03-27,2,0,0,Primavera,SEA-IAH
2015,12,24,4,NK,1589,DEN,CLT,936,2.3,293.0,1850.0,14.0,0,0,Spirit Air Lines,Denver International Airport,Denver,CO,Charlotte Douglas International Airport,Charlotte,NC,2015-12-24,9,0,0,Invierno,DEN-CLT
2015,8,21,5,AA,4621,MIA,CLT,137,11.6,361.0,2483.0,9.2,0,0,American Airlines Inc.,Miami International Airport,Miami,FL,Charlotte Douglas International Airport,Charlotte,NC,2015-08-21,1,0,0,Verano,MIA-CLT
2015,3,29,7,HA,1371,BOS,SEA,431,-0.1,195.0,1090.0,-3.7,0,0,Hawaiian Airlines Inc.,Logan International Airport,Boston,MA,Seattle-Tacoma International Airport,Seattle,WA,2015-03-29,4,0,1,Primavera,BOS-SEA
2015,12,8,2,DL,5505,ORD,BOS,816,10.5,230.0,1421.0,11.7,0,0,Delta Air Lines Inc.,Chicago O'Hare International Airport,Chicago,IL,Logan International Airport,Boston,MA,2015-12-08,8,0,0,Invierno,ORD-BOS
2015,9,13,7,WN,491,PHX,BOS,136,-13.7,64.0,349.0,-14.3,0,0,Southwest Airlines Co.,Phoenix Sky Harbor International Airport,Phoenix,AZ,Logan International Airport,Boston,MA,2015-09-13,1,0,1,Otono,PHX-BOS
2015,11,16,1,AA,4929,DEN,PHX,928,0.2,228.0,1680.0,2.8,0,0,American Airlines Inc.,Denver International Airport,Denver,CO,Phoenix Sky Harbor International Airport,Phoenix,AZ,2015-11-16,9,0,0,Otono,DEN-PHX
2015,10,25,7,NK,2229,DEN,IAH,2053,55.3,136.0,757.0,50.7,0,0,Spirit Air Lines,Denver International Airport,Denver,CO,George Bush Intercontinental Airport,Houston,TX,2015-10-25,20,1,1,Otono,DEN-IAH
2015,12,18,5,OO,1631,MIA,SEA,130,-5.1,372.0,2598.0,-14.2,0,0,Skywest Airlines Inc.,Miami International Airport,Miami,FL,Seattle-Tacoma International Airport,Seattle,WA,2015-12-18,1,0,0,Invierno,MIA-SEA
2015,4,10,5,OO,922,CLT,IAH,2016,35.3,378.0,2680.0,25.7,0,0,Skywest Airlines Inc.,Charlotte Douglas International Airport,Charlotte,NC,George Bush Intercontinental Airport,Houston,TX,2015-04-10,20,1,0,Primavera,CLT-IAH
2015,5,21,4,UA,902,ATL,SEA,2100,8.4,80.0,390.0,5.6,0,0,United Air Lines Inc.,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,Seattle-Tacoma International Airport,Seattle,WA,2015-05-21,21,0,0,Primavera,ATL-SEA
2015,5,1,5,UA,5731,IAH,BOS,220,10.2,80.0,427.0,2.4,0,0,United Air Lines Inc.,George Bush Intercontinental Airport,Houston,TX,Logan International Airport,Boston,MA,2015-05-01,2,0,0,Primavera,IAH-BOS
2015,11,22,7,F9,398,BOS,CLT,1706,31.3,341.0,2641.0,32.8,0,0,Frontier Airlines Inc.,Logan International Airport,Boston,MA,Charlotte Douglas International Airport,Charlotte,NC,2015-11-22,17,1,1,Otono,BOS-CLT
2015,5,15,5,AA,6476,PHX,DEN,457,38.2,157.0,1154.0,47.9,0,0,American Airlines Inc.,Phoenix Sky Harbor International Airport,Phoenix,AZ,Denver International Airport,Denver,CO,2015-05-15,4,1,0,Primavera,PHX-DEN
2015,10,9,5,UA,4508,LAX,JFK,1122,8.8,166.0,1011.0,3.3,0,0,United Air Lines Inc.,Los Angeles International Airport,Los Angeles,CA,John F. Kennedy International Airport,New York,NY,2015-10-09,11,0,0,Otono,LAX-JFK
2015,6,18,4,UA,5639,CLT,PHX,1720,4.2,276.0,1916.0,7.5,0,0,United Air Lines Inc.,Charlotte Douglas International Airport,Charlotte,NC,Phoenix Sky Harbor International Airport,Phoenix,AZ,2015-06-18,17,0,0,Verano,CLT-PHX
2015,5,15,5,DL,3,SEA,ORD,1959,6.3,155.0,788.0,7.1,0,0,Delta Air Lines Inc.,Seattle-Tacoma International Airport,Seattle,WA,Chicago O'Hare International Airport,Chicago,IL,2015-05-15,19,0,0,Primavera,SEA-ORD
2015,1,13,2,B6,2123,MIA,LAS,1745,15.1,279.0,1703.0,9.2,0,0,JetBlue Airways,Miami International Airport,Miami,FL,McCarran International Airport,Las Vegas,NV,2015-01-13,17,1,0,Invierno,MIA-LAS
2015,2,26,4,UA,2187,DFW,LAX,815,-11.9,140.0,734.0,-16.8,0,0,United Air Lines Inc.,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,Los Angeles International Airport,Los Angeles,CA,2015-02-26,8,0,0,Invierno,DFW-LAX
2015,7,25,6,UA,334,BOS,IAH,1021,1.5,329.0,2362.0,5.8,0,0,United Air Lines Inc.,Logan International Airport,Boston,MA,George Bush Intercontinental Airport,Houston,TX,2015-07-25,10,0,1,Verano,BOS-IAH
2015,3,4,3,WN,1008,LAX,MIA,905,-15.0,299.0,1854.0,-22.5,0,0,Southwest Airlines Co.,Los Angeles International Airport,Los Angeles,CA,Miami International Airport,Miami,FL,2015-03-04,9,0,0,Primavera,LAX-MIA
2015,6,7,7,AA,4883,MIA,SEA,1327,9.6,312.0,2232.0,11.6,0,0,American Airlines Inc.,Miami International Airport,Miami,FL,Seattle-Tacoma International Airport,Seattle,WA,2015-06-07,13,0,1,Verano,MIA-SEA
2015,2,3,2,WN,3042,ORD,IAH,1924,2.7,59.0,151.0,-2.5,0,0,Southwest Airlines Co.,Chicago O'Hare International Airport,Chicago,IL,George Bush Intercontinental Airport,Houston,TX,2015-02-03,19,0,0,Invierno,ORD-IAH
2015,12,4,5,WN,3487,SEA,DFW,1416,-22.6,104.0,478.0,-20.3,0,0,Southwest Airlines Co.,Seattle-Tacoma International Airport,Seattle,WA,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,2015-12-04,14,0,0,Invierno,SEA-DFW
2015,2,22,7,UA,3711,BOS,DFW,454,11.1,273.0,1985.0,8.7,0,0,United Air Lines Inc.,Logan International Airport,Boston,MA,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,2015-02-22,4,0,1,Invierno,BOS-DFW
2015,8,23,7,AA,4179,ORD,MCO,545,21.8,309.0,2177.0,19.5,0,0,American Airlines Inc.,Chicago O'Hare International Airport,Chicago,IL,Orlando International Airport,Orlando,FL,2015-08-23,5,1,1,Verano,ORD-MCO
2015,5,12,2,AA,3369,SEA,DEN,710,33.5,375.0,2366.0,38.0,0,0,American Airlines Inc.,Seattle-Tacoma International Airport,Seattle,WA,Denver International Airport,Denver,CO,2015-05-12,7,1,0,Primavera,SEA-DEN
2015,4,8,3,AA,1708,MCO,DEN,1941,18.1,387.0,2492.0,25.5,0,0,American Airlines Inc.,Orlando International Airport,Orlando,FL,Denver International Airport,Denver,CO,2015-04-08,19,1,0,Primavera,MCO-DEN
2015,4,29,3,AS,3901,ORD,SFO,1811,14.6,64.0,307.0,12.8,0,0,Alaska Airlines Inc.,Chicago O'Hare International Airport,Chicago,IL,San Francisco International Airport,San Francisco,CA,2015-04-29,18,0,0,Primavera,ORD-SFO
2015,1,19,1,HA,842,MIA,JFK,823,19.7,149.0,1058.0,18.1,0,0,Hawaiian Airlines Inc.,Miami International Airport,Miami,FL,John F. Kennedy International Airport,New York,NY,2015-01-19,8,1,0,Invierno,MIA-JFK
2015,7,11,6,AS,1630,ATL,MCO,2226,22.8,129.0,921.0,20.5,0,0,Alaska Airlines Inc.,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,Orlando International Airport,Orlando,FL,2015-07-11,22,1,1,Verano,ATL-MCO
2015,8,7,5,UA,4212,SEA,ATL,1804,36.4,112.0,801.0,34.1,0,0,United Air Lines Inc.,Seattle-Tacoma International Airport,Seattle,WA,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,2015-08-07,18,1,0,Verano,SEA-ATL
2015,11,25,3,OO,3303,DEN,MIA,712,-4.6,175.0,986.0,-9.6,0,0,Skywest Airlines Inc.,Denver International Airport,Denver,CO,Miami International Airport,Miami,FL,2015-11-25,7,0,0,Otono,DEN-MIA
2015,11,23,1,WN,4908,SFO,LAS,803,-19.1,161.0,1205.0,-24.1,0,0,Southwest Airlines Co.,San Francisco International Airport,San Francisco,CA,McCarran International Airport,Las Vegas,NV,2015-11-23,8,0,0,Otono,SFO-LAS
2015,11,20,5,OO,2653,JFK,BOS,1747,31.5,68.0,224.0,26.4,0,0,Skywest Airlines Inc.,John F. Kennedy International Airport,New York,NY,Logan International Airport,Boston,MA,2015-11-20,17,1,0,Otono,JFK-BOS
2015,7,26,7,NK,1074,CLT,PHX,611,2.2,134.0,961.0,-3.3,0,0,Spirit Air Lines,Charlotte Douglas International Airport,Charlotte,NC,Phoenix Sky Harbor International Airport,Phoenix,AZ,2015-07-26,6,0,1,Verano,CLT-PHX
2015,10,21,3,B6,6017,DEN,IAH,456,-5.9,277.0,2084.0,-10.9,0,0,JetBlue Airways,Denver International Airport,Denver,CO,George Bush Intercontinental Airport,Houston,TX,2015-10-21,4,0,0,Otono,DEN-IAH
2015,10,14,3,AS,4492,DFW,LAS,1902,22.9,199.0,1294.0,24.0,0,0,Alaska Airlines Inc.,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,McCarran International Airport,Las Vegas,NV,2015-10-14,19,1,0,Otono,DFW-LAS
2015,7,31,5,WN,637,DFW,MIA,1301,15.1,287.0,2324.0,14.3,0,0,Southwest Airlines Co.,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,Miami International Airport,Miami,FL,2015-07-31,13,1,0,Verano,DFW-MIA
2015,1,17,6,UA,6204,JFK,MCO,110,3.6,64.0,304.0,4.0,0,0,United Air Lines Inc.,John F. Kennedy International Airport,New York,NY,Orlando International Airport,Orlando,FL,2015-01-17,1,0,1,Invierno,JFK-MCO
2015,9,20,7,UA,6324,ATL,MCO,651,2.4,260.0,1959.0,0.5,0,0,United Air Lines Inc.,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,Orlando International Airport,Orlando,FL,2015-09-20,6,0,1,Otono,ATL-MCO
2015,12,14,1,OO,4425,SEA,MCO,218,24.4,102.0,648.0,21.3,0,0,Skywest Airlines Inc.,Seattle-Tacoma International Airport,Seattle,WA,Orlando International Airport,Orlando,FL,2015-12-14,2,1,0,Invierno,SEA-MCO
2015,11,18,3,UA,4307,LAS,MIA,401,24.5,110.0,794.0,23.3,0,0,United Air Lines Inc.,McCarran International Airport,Las Vegas,NV,Miami International Airport,Miami,FL,2015-11-18,4,1,0,Otono,LAS-MIA
2015,9,7,1,AA,1469,ATL,MIA,906,17.3,182.0,1040.0,14.8,0,0,American Airlines Inc.,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,Miami International Airport,Miami,FL,2015-09-07,9,1,0,Otono,ATL-MIA
2015,12,26,6,NK,6526,PHX,DFW,2201,57.9,174.0,998.0,68.5,0,0,Spirit Air Lines,Phoenix Sky Harbor International Airport,Phoenix,AZ,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,2015-12-26,22,1,1,Invierno,PHX-DFW
2015,9,1,2,UA,3596,SEA,LAX,1219,8.8,144.0,844.0,13.1,0,0,United Air Lines Inc.,Seattle-Tacoma International Airport,Seattle,WA,Los Angeles International Airport,Los Angeles,CA,2015-09-01,12,0,0,Otono,SEA-LAX
2015,9,15,2,WN,3907,MIA,ATL,1932,17.8,103.0,782.0,17.8,0,0,Southwest Airlines Co.,Miami International Airport,Miami,FL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,2015-09-15,19,1,0,Otono,MIA-ATL
2015,5,26,2,UA,998,BOS,MIA,1,10.1,345.0,2585.0,11.6,0,0,United Air Lines Inc.,Logan International Airport,Boston,MA,Miami International Airport,Miami,FL,2015-05-26,0,0,0,Primavera,BOS-MIA
2015,5,28,4,OO,573,DFW,JFK,1034,-9.6,89.0,579.0,-10.8,0,0,Skywest Airlines Inc.,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,John F. Kennedy International Airport,New York,NY,2015-05-28,10,0,0,Primavera,DFW-JFK
2015,2,9,1,HA,443,CLT,DEN,545,-2.8,291.0,2215.0,-6.9,0,0,Hawaiian Airlines Inc.,Charlotte Douglas International Airport,Charlotte,NC,Denver International Airport,Denver,CO,2015-02-09,5,0,0,Invierno,CLT-DEN
2015,11,20,5,UA,6321,SFO,JFK,1244,-2.4,79.0,436.0,-5.2,0,0,United Air Lines Inc.,San Francisco International Airport,San Francisco,CA,John F. Kennedy International Airport,New York,NY,2015-11-20,12,0,0,Otono,SFO-JFK
2015,8,23,7,AS,5949,PHX,JFK,1240,28.1,223.0,1391.0,19.9,0,0,Alaska Airlines Inc.,Phoenix Sky Harbor International Airport,Phoenix,AZ,John F. Kennedy International Airport,New York,NY,2015-08-23,12,1,1,Verano,PHX-JFK
2015,2,3,2,HA,6039,DEN,LAX,1953,20.6,298.0,2405.0,27.0,0,0,Hawaiian Airlines Inc.,Denver International Airport,Denver,CO,Los Angeles International Airport,Los Angeles,CA,2015-02-03,19,1,0,Invierno,DEN-LAX
2015,4,5,7,B6,3233,SFO,IAH,1738,12.1,211.0,1304.0,16.3,0,0,JetBlue Airways,San Francisco International Airport,San Francisco,CA,George Bush Intercontinental Airport,Houston,TX,2015-04-05,17,0,1,Primavera,SFO-IAH
2015,3,8,7,AS,3987,IAH,CLT,141,23.2,321.0,2110.0,21.8,0,0,Alaska Airlines Inc.,George Bush Intercontinental Airport,Houston,TX,Charlotte Douglas International Airport,Charlotte,NC,2015-03-08,1,1,1,Primavera,IAH-CLT
2015,5,27,3,AA,51,MCO,BOS,1045,41.6,256.0,1553.0,47.9,0,0,American Airlines Inc.,Orlando International Airport,Orlando,FL,Logan International Airport,Boston,MA,2015-05-27,10,1,0,Primavera,MCO-BOS
2015,1,3,6,AS,1551,PHX,IAH,924,0.8,327.0,2428.0,-5.1,0,0,Alaska Airlines Inc.,Phoenix Sky Harbor International Airport,Phoenix,AZ,George Bush Intercontinental Airport,Houston,TX,2015-01-03,9,0,1,Invierno,PHX-IAH
2015,9,18,5,AA,4448,ORD,IAH,52,35.3,66.0,269.0,35.1,0,0,American Airlines Inc.,Chicago O'Hare International Airport,Chicago,IL,George Bush Intercontinental Airport,Houston,TX,2015-09-18,0,1,0,Otono,ORD-IAH
2015,10,12,1,UA,5028,CLT,SFO,1749,6.6,279.0,1973.0,1.2,0,0,United Air Lines Inc.,Charlotte Douglas International Airport,Charlotte,NC,San Francisco International Airport,San Francisco,CA,2015-10-12,17,0,0,Otono,CLT-SFO
2015,11,25,3,UA,6870,SEA,DEN,951,0.6,185.0,1150.0,-3.4,0,0,United Air Lines Inc.,Seattle-Tacoma International Airport,Seattle,WA,Denver International Airport,Denver,CO,2015-11-25,9,0,0,Otono,SEA-DEN
2015,5,25,1,B6,1127,DFW,ORD,203,-2.1,239.0,1454.0,-3.1,0,0,JetBlue Airways,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,Chicago O'Hare International Airport,Chicago,IL,2015-05-25,2,0,0,Primavera,DFW-ORD
2015,8,26,3,B6,3689,BOS,MCO,1815,41.5,175.0,1194.0,38.1,0,0,JetBlue Airways,Logan International Airport,Boston,MA,Orlando International Airport,Orlando,FL,2015-08-26,18,1,0,Verano,BOS-MCO
2015,12,2,3,F9,209,MIA,IAH,911,-0.6,130.0,778.0,-4.9,0,0,Frontier Airlines Inc.,Miami International Airport,Miami,FL,George Bush Intercontinental Airport,Houston,TX,2015-12-02,9,0,0,Invierno,MIA-IAH
2015,3,21,6,AA,261,LAS,DEN,1018,19.2,183.0,1048.0,12.7,0,0,American Airlines Inc.,McCarran International Airport,Las Vegas,NV,Denver International Airport,Denver,CO,2015-03-21,10,1,1,Primavera,LAS-DEN
2015,12,7,1,AA,1636,MIA,SFO,1131,33.0,203.0,1391.0,26.3,0,0,American Airlines Inc.,Miami International Airport,Miami,FL,San Francisco International Airport,San Francisco,CA,2015-12-07,11,1,0,Invierno,MIA-SFO
2015,12,11,5,AA,5187,SFO,BOS,2127,52.6,107.0,575.0,55.1,0,0,American Airlines Inc.,San Francisco International Airport,San Francisco,CA,Logan International Airport,Boston,MA,2015-12-11,21,1,0,Invierno,SFO-BOS
2015,6,4,4,NK,4317,LAX,IAH,1544,40.2,271.0,2115.0,39.5,0,0,Spirit Air Lines,Los Angeles International Airport,Los Angeles,CA,George Bush Intercontinental Airport,Houston,TX,2015-06-04,15,1,0,Verano,LAX-IAH
2015,7,26,7,HA,6632,LAX,DFW,1345,18.4,123.0,671.0,13.9,0,0,Hawaiian Airlines Inc.,Los Angeles International Airport,Los Angeles,CA,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,2015-07-26,13,1,1,Verano,LAX-DFW
