MONTH,DAY_OF_WEEK,AIRLINE,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_DELAY,DISTANCE,IS_DELAYED,SCHED_DEP_HOUR,IS_WEEKEND,SEASON,ROUTE
6,5,UA,SEA,ORD,259,-7.7,1557,0,2,0,Verano,SEA-ORD
5,3,UA,IAH,LAX,226,-15.5,2625,0,2,0,Primavera,IAH-LAX
12,2,UA,LAS,ATL,1749,0.2,2235,0,17,0,Invierno,LAS-ATL
6,2,B6,SFO,MIA,2255,48.7,730,1,22,0,Verano,SFO-MIA
5,5,HA,LAS,CLT,1604,14.2,654,0,16,0,Primavera,LAS-CLT
1,4,DL,BOS,DFW,829,22.6,256,1,8,0,Invierno,BOS-DFW
4,3,AS,DFW,LAS,2157,33.4,1710,1,21,0,Primavera,DFW-LAS
5,6,WN,SFO,IAH,2053,1.8,499,0,20,1,Primavera,SFO-IAH
2,2,HA,CLT,JFK,117,8.3,1211,0,1,0,Invierno,CLT-JFK
8,5,AA,ATL,IAH,2025,36.2,420,1,20,0,Verano,ATL-IAH
8,1,DL,BOS,DEN,21,9.3,631,0,0,0,Verano,BOS-DEN
10,2,UA,MCO,ORD,1509,0.4,1967,0,15,0,Otono,MCO-ORD
7,3,WN,SEA,ATL,2241,17.6,339,1,22,0,Verano,SEA-ATL
11,5,F9,DEN,ATL,1514,31.4,1768,1,15,0,Otono,DEN-ATL
3,5,UA,ATL,ORD,814,6.1,1335,0,8,0,Primavera,ATL-ORD
10,3,WN,DEN,BOS,706,-30.3,633,0,7,0,Otono,DEN-BOS
3,5,UA,SEA,DEN,303,-8.3,1650,0,3,0,Primavera,SEA-DEN
11,7,AS,BOS,MIA,204,10.7,2564,0,2,1,Otono,BOS-MIA
5,1,AA,MIA,PHX,226,19.3,2401,1,2,0,Primavera,MIA-PHX
2,3,B6,ATL,MCO,1445,-0.5,2587,0,14,0,Invierno,ATL-MCO
9,4,DL,CLT,SFO,232,-15.1,2375,0,2,0,Otono,CLT-SFO
10,5,HA,MIA,BOS,1001,-3.9,1033,0,10,0,Otono,MIA-BOS
10,1,UA,LAS,IAH,1933,-9.5,626,0,19,0,Otono,LAS-IAH
5,4,UA,MCO,LAX,1147,10.1,716,0,11,0,Primavera,MCO-LAX
3,2,AS,JFK,PHX,835,10.8,727,0,8,0,Primavera,JFK-PHX
4,1,DL,BOS,PHX,1838,5.7,2236,0,18,0,Primavera,BOS-PHX
3,3,NK,CLT,ATL,2052,35.6,1470,1,20,0,Primavera,CLT-ATL
1,4,UA,BOS,CLT,1746,21.4,2463,1,17,0,Invierno,BOS-CLT
12,2,B6,PHX,ATL,2021,22.3,1016,1,20,0,Invierno,PHX-ATL
3,7,UA,DFW,LAS,2233,30.1,2596,1,22,1,Primavera,DFW-LAS
11,4,NK,SEA,LAS,624,-5.4,1427,0,6,0,Otono,SEA-LAS
5,6,UA,JFK,BOS,1213,-6.9,392,0,12,1,Primavera,JFK-BOS
10,4,UA,MCO,BOS,128,-6.5,2153,0,1,0,Otono,MCO-BOS
8,1,UA,SFO,JFK,920,21.9,285,1,9,0,Verano,SFO-JFK
7,4,F9,SFO,LAX,1915,29.0,1415,1,19,0,Verano,SFO-LAX
4,5,F9,SEA,MCO,2329,5.0,1618,0,23,0,Primavera,SEA-MCO
1,4,AA,IAH,JFK,652,7.6,1716,0,6,0,Invierno,IAH-JFK
6,3,HA,LAX,MIA,1306,3.0,1284,0,13,0,Verano,LAX-MIA
1,2,OO,IAH,DFW,935,-18.1,2077,0,9,0,Invierno,IAH-DFW
8,3,NK,LAS,JFK,114,15.4,1523,1,1,0,Verano,LAS-JFK
10,4,AS,LAS,SFO,2223,31.3,1782,1,22,0,Otono,LAS-SFO
10,3,WN,LAX,PHX,1830,14.6,1788,0,18,0,Otono,LAX-PHX
9,4,DL,ATL,DEN,424,5.1,828,0,4,0,Otono,ATL-DEN
11,7,UA,CLT,MIA,1647,26.9,560,1,16,1,Otono,CLT-MIA
8,6,DL,ATL,CLT,138,-3.5,774,0,1,1,Verano,ATL-CLT
6,4,HA,JFK,MCO,1807,13.5,1708,0,18,0,Verano,JFK-MCO
1,4,B6,MIA,JFK,1132,-31.3,867,0,11,0,Invierno,MIA-JFK
11,5,NK,ATL,DFW,2101,13.8,1436,0,21,0,Otono,ATL-DFW
9,4,AA,JFK,PHX,2016,25.0,2626,1,20,0,Otono,JFK-PHX
4,5,WN,ORD,SFO,1808,-6.2,182,0,18,0,Primavera,ORD-SFO
1,5,F9,BOS,ORD,2044,25.4,370,1,20,0,Invierno,BOS-ORD
6,7,DL,MCO,ATL,449,4.3,977,0,4,1,Verano,MCO-ATL
8,3,AS,IAH,DEN,1050,14.0,1685,0,10,0,Verano,IAH-DEN
10,3,HA,MCO,LAS,2121,21.4,2074,1,21,0,Otono,MCO-LAS
4,7,AS,DEN,PHX,1934,30.4,1259,1,19,1,Primavera,DEN-PHX
2,6,NK,DEN,ATL,634,8.5,742,0,6,1,Invierno,DEN-ATL
10,3,DL,PHX,SFO,1739,-3.4,2214,0,17,0,Otono,PHX-SFO
7,7,B6,MCO,IAH,1440,12.3,504,0,14,1,Verano,MCO-IAH
9,7,UA,JFK,BOS,931,3.0,560,0,9,1,Otono,JFK-BOS
11,4,NK,LAX,DFW,1123,6.7,1379,0,11,0,Otono,LAX-DFW
5,1,B6,SFO,CLT,511,12.5,986,0,5,0,Primavera,SFO-CLT
4,7,NK,IAH,MCO,724,37.8,1658,1,7,1,Primavera,IAH-MCO
6,4,UA,MIA,SFO,1715,2.4,2284,0,17,0,Verano,MIA-SFO
2,3,AS,DEN,MCO,1838,6.4,213,0,18,0,Invierno,DEN-MCO
11,3,DL,LAS,DEN,1220,-16.3,2232,0,12,0,Otono,LAS-DEN
12,1,AA,PHX,MCO,302,27.9,1751,1,3,0,Invierno,PHX-MCO
10,4,UA,CLT,LAX,112,-1.6,767,0,1,0,Otono,CLT-LAX
5,2,WN,CLT,ATL,2259,-4.1,696,0,22,0,Primavera,CLT-ATL
8,7,AS,DFW,LAS,214,17.6,2101,1,2,1,Verano,DFW-LAS
3,6,NK,DFW,CLT,2234,25.3,1706,1,22,1,Primavera,DFW-CLT
9,1,OO,JFK,IAH,1727,15.4,554,1,17,0,Otono,JFK-IAH
11,3,UA,LAX,BOS,305,21.3,764,1,3,0,Otono,LAX-BOS
11,3,NK,CLT,BOS,1652,36.9,2049,1,16,0,Otono,CLT-BOS
6,1,F9,MCO,PHX,1408,10.3,1880,0,14,0,Verano,MCO-PHX
12,6,HA,LAS,BOS,1318,21.3,283,1,13,1,Invierno,LAS-BOS
12,5,UA,DEN,PHX,2106,33.5,937,1,21,0,Invierno,DEN-PHX
2,7,AS,SFO,ATL,1126,-1.7,330,0,11,1,Invierno,SFO-ATL
10,5,WN,LAS,CLT,1336,5.4,2241,0,13,0,Otono,LAS-CLT
5,5,UA,SFO,DEN,830,17.7,2639,1,8,0,Primavera,SFO-DEN
3,1,HA,JFK,SFO,2118,33.9,1156,1,21,0,Primavera,JFK-SFO
5,5,UA,LAS,MCO,2330,11.6,2055,0,23,0,Primavera,LAS-MCO
4,2,UA,PHX,CLT,2201,2.9,694,0,22,0,Primavera,PHX-CLT
7,2,F9,LAS,BOS,201,2.0,1128,0,2,0,Verano,LAS-BOS
3,2,UA,SEA,CLT,2331,31.8,1318,1,23,0,Primavera,SEA-CLT
7,1,UA,SFO,PHX,1804,16.9,1415,1,18,0,Verano,SFO-PHX
3,7,UA,DFW,SEA,229,-0.6,633,0,2,1,Primavera,DFW-SEA
8,6,UA,SFO,MIA,2202,24.3,1721,1,22,1,Verano,SFO-MIA
12,1,HA,DFW,CLT,107,7.9,2437,0,1,0,Invierno,DFW-CLT
8,5,UA,JFK,PHX,653,10.5,2230,0,6,0,Verano,JFK-PHX
12,1,AS,ORD,DFW,716,11.5,1672,0,7,0,Invierno,ORD-DFW
5,5,DL,LAS,IAH,636,-5.4,2594,0,6,0,Primavera,LAS-IAH
11,5,UA,DFW,ORD,538,4.9,1587,0,5,0,Otono,DFW-ORD
9,7,OO,ATL,LAX,1950,44.7,732,1,19,1,Otono,ATL-LAX
10,3,UA,LAX,BOS,814,-7.5,1229,0,8,0,Otono,LAX-BOS
6,7,HA,IAH,SEA,1839,38.6,2365,1,18,1,Verano,IAH-SEA
4,2,B6,BOS,LAS,2044,13.5,1568,0,20,0,Primavera,BOS-LAS
9,3,OO,JFK,MIA,2107,36.2,1873,1,21,0,Otono,JFK-MIA
8,1,AA,LAX,ATL,901,18.5,2436,1,9,0,Verano,LAX-ATL
9,4,UA,DEN,MIA,213,11.9,883,0,2,0,Otono,DEN-MIA
3,3,WN,ATL,JFK,807,-20.2,415,0,8,0,Primavera,ATL-JFK
3,1,AA,ATL,JFK,2044,57.8,899,1,20,0,Primavera,ATL-JFK
4,6,WN,MCO,MIA,2009,-8.6,1539,0,20,1,Primavera,MCO-MIA
12,1,B6,CLT,LAX,221,17.3,837,1,2,0,Invierno,CLT-LAX
9,1,UA,SEA,BOS,912,-0.4,1414,0,9,0,Otono,SEA-BOS
9,7,OO,ATL,SFO,903,-4.9,1848,0,9,1,Otono,ATL-SFO
11,5,AA,MCO,IAH,800,26.6,1390,1,8,0,Otono,MCO-IAH
7,4,AA,SFO,PHX,1334,38.8,2334,1,13,0,Verano,SFO-PHX
6,3,AA,MCO,LAS,1308,12.0,2512,0,13,0,Verano,MCO-LAS
8,5,AS,CLT,JFK,2151,30.8,2173,1,21,0,Verano,CLT-JFK
6,1,UA,PHX,DEN,827,-16.9,2371,0,8,0,Verano,PHX-DEN
10,2,AA,PHX,BOS,1531,40.5,2077,1,15,0,Otono,PHX-BOS
3,5,B6,LAS,MIA,1600,1.2,978,0,16,0,Primavera,LAS-MIA
1,6,AS,MCO,LAS,2210,50.9,1451,1,22,1,Invierno,MCO-LAS
5,5,DL,SFO,PHX,1049,-4.7,1077,0,10,0,Primavera,SFO-PHX
4,7,NK,IAH,MIA,2106,30.4,2527,1,21,1,Primavera,IAH-MIA
10,7,UA,DEN,DFW,1530,3.9,2654,0,15,1,Otono,DEN-DFW
11,7,HA,BOS,CLT,1348,-14.5,1527,0,13,1,Otono,BOS-CLT
8,6,B6,MCO,MIA,833,5.4,2385,0,8,1,Verano,MCO-MIA
4,2,DL,IAH,SFO,1350,11.8,1078,0,13,0,Primavera,IAH-SFO
11,2,AS,PHX,CLT,604,-15.0,1002,0,6,0,Otono,PHX-CLT
11,1,NK,SFO,PHX,2217,26.3,2174,1,22,0,Otono,SFO-PHX
1,7,AS,MIA,DFW,2144,30.5,2678,1,21,1,Invierno,MIA-DFW
6,6,F9,LAX,DEN,915,31.9,970,1,9,1,Verano,LAX-DEN
7,7,AA,MIA,SEA,748,28.4,1862,1,7,1,Verano,MIA-SEA
12,5,B6,MCO,DFW,954,9.9,2688,0,9,0,Invierno,MCO-DFW
11,2,UA,LAX,MIA,1023,-2.6,1163,0,10,0,Otono,LAX-MIA
11,3,DL,ORD,LAS,522,-1.7,1714,0,5,0,Otono,ORD-LAS
5,2,DL,IAH,SFO,619,6.1,1183,0,6,0,Primavera,IAH-SFO
7,1,F9,IAH,LAS,1330,2.2,2343,0,13,0,Verano,IAH-LAS
5,4,UA,LAX,PHX,1008,-13.6,1994,0,10,0,Primavera,LAX-PHX
1,5,UA,CLT,SEA,920,-5.4,2063,0,9,0,Invierno,CLT-SEA
11,6,AS,ATL,MCO,620,1.9,664,0,6,1,Otono,ATL-MCO
11,6,UA,PHX,LAX,1524,9.3,340,0,15,1,Otono,PHX-LAX
12,4,B6,PHX,BOS,21,-5.7,884,0,0,0,Invierno,PHX-BOS
3,4,AA,SEA,MCO,34,42.5,1338,1,0,0,Primavera,SEA-MCO
5,7,UA,DFW,PHX,346,45.0,1073,1,3,1,Primavera,DFW-PHX
10,5,F9,LAX,PHX,2223,16.4,1117,1,22,0,Otono,LAX-PHX
12,6,DL,MIA,DEN,159,-3.5,1448,0,1,1,Invierno,MIA-DEN
8,1,B6,LAS,SFO,1415,17.5,2603,1,14,0,Verano,LAS-SFO
6,3,NK,ATL,IAH,1809,29.3,925,1,18,0,Verano,ATL-IAH
7,1,F9,CLT,LAS,2126,44.0,2017,1,21,0,Verano,CLT-LAS
4,7,HA,ORD,JFK,501,-0.9,1933,0,5,1,Primavera,ORD-JFK
12,2,B6,MCO,PHX,1814,44.9,725,1,18,0,Invierno,MCO-PHX
8,6,WN,MIA,PHX,1833,4.2,1560,0,18,1,Verano,MIA-PHX
9,6,UA,CLT,JFK,1021,-19.2,2697,0,10,1,Otono,CLT-JFK
9,6,B6,IAH,LAX,1731,3.2,1599,0,17,1,Otono,IAH-LAX
3,5,NK,MIA,SEA,53,16.5,1565,1,0,0,Primavera,MIA-SEA
7,4,AS,MIA,LAS,45,-5.2,1431,0,0,0,Verano,MIA-LAS
7,5,AS,JFK,PHX,223,18.1,1463,1,2,0,Verano,JFK-PHX
7,5,AS,CLT,PHX,32,7.7,2121,0,0,0,Verano,CLT-PHX
7,6,AA,SFO,ORD,1334,5.9,1875,0,13,1,Verano,SFO-ORD
4,6,F9,SEA,LAX,1413,-3.3,756,0,14,1,Primavera,SEA-LAX
12,4,B6,JFK,PHX,2347,24.9,2381,1,23,0,Invierno,JFK-PHX
7,3,UA,IAH,DEN,2226,13.3,1968,0,22,0,Verano,IAH-DEN
3,3,B6,SFO,MCO,726,-7.3,1795,0,7,0,Primavera,SFO-MCO
8,4,UA,PHX,SEA,1652,41.0,1673,1,16,0,Verano,PHX-SEA
5,7,B6,SEA,DEN,2103,27.2,366,1,21,1,Primavera,SEA-DEN
10,1,F9,PHX,DFW,1840,31.1,1418,1,18,0,Otono,PHX-DFW
6,1,F9,SFO,JFK,2020,33.1,1198,1,20,0,Verano,SFO-JFK
5,6,NK,ORD,MCO,534,17.3,2225,1,5,1,Primavera,ORD-MCO
11,3,HA,PHX,MIA,1615,16.4,2225,1,16,0,Otono,PHX-MIA
5,5,UA,CLT,DFW,2122,22.9,2637,1,21,0,Primavera,CLT-DFW
3,2,WN,MIA,DFW,1357,-20.7,726,0,13,0,Primavera,MIA-DFW
10,7,AA,MCO,DEN,1000,19.8,2699,1,10,1,Otono,MCO-DEN
2,3,F9,DEN,ATL,831,1.1,2431,0,8,0,Invierno,DEN-ATL
1,7,DL,ORD,IAH,140,-0.9,1592,0,1,1,Invierno,ORD-IAH
11,4,AS,LAS,ATL,2307,27.6,1225,1,23,0,Otono,LAS-ATL
2,3,B6,LAX,SFO,1633,11.5,1295,0,16,0,Invierno,LAX-SFO
10,5,WN,LAX,MCO,1648,-4.5,1090,0,16,0,Otono,LAX-MCO
1,3,WN,ORD,IAH,336,-16.6,1268,0,3,0,Invierno,ORD-IAH
6,2,B6,JFK,LAX,1955,12.7,202,0,19,0,Verano,JFK-LAX
10,6,AS,SEA,DFW,157,2.5,587,0,1,1,Otono,SEA-DFW
5,5,DL,JFK,ATL,2327,6.7,2574,0,23,0,Primavera,JFK-ATL
7,6,AA,ORD,DEN,1518,14.3,2472,0,15,1,Verano,ORD-DEN
12,1,AA,PHX,IAH,1749,18.1,156,1,17,0,Invierno,PHX-IAH
7,3,UA,IAH,ORD,620,1.6,699,0,6,0,Verano,IAH-ORD
5,2,B6,IAH,LAX,140,-4.6,440,0,1,0,Primavera,IAH-LAX
5,6,DL,JFK,LAS,135,-4.2,2065,0,1,1,Primavera,JFK-LAS
4,6,AA,PHX,ORD,1459,47.5,1772,1,14,1,Primavera,PHX-ORD
8,6,B6,MIA,BOS,645,23.5,1788,1,6,1,Verano,MIA-BOS
1,3,UA,IAH,ATL,141,21.7,952,1,1,0,Invierno,IAH-ATL
7,1,AA,JFK,ORD,1853,46.3,2438,1,18,0,Verano,JFK-ORD
8,7,DL,BOS,DEN,406,-12.2,1107,0,4,1,Verano,BOS-DEN
1,6,UA,SEA,LAS,1126,-3.1,538,0,11,1,Invierno,SEA-LAS
8,5,DL,LAX,SEA,1059,-8.7,580,0,10,0,Verano,LAX-SEA
3,6,AA,LAX,ATL,543,-0.1,1088,0,5,1,Primavera,LAX-ATL
2,5,AA,CLT,IAH,730,11.2,2071,0,7,0,Invierno,CLT-IAH
4,4,B6,SEA,DEN,1134,-2.8,1698,0,11,0,Primavera,SEA-DEN
11,4,HA,BOS,PHX,1830,16.8,523,1,18,0,Otono,BOS-PHX
12,2,AS,LAS,LAX,1524,13.5,2133,0,15,0,Invierno,LAS-LAX
3,6,UA,MIA,ORD,2218,23.6,1016,1,22,1,Primavera,MIA-ORD
12,6,NK,SEA,MCO,1613,31.3,733,1,16,1,Invierno,SEA-MCO
8,3,B6,CLT,IAH,1416,3.3,1616,0,14,0,Verano,CLT-IAH
6,1,HA,DEN,DFW,1659,23.6,1119,1,16,0,Verano,DEN-DFW
9,2,DL,MIA,SEA,519,2.9,2363,0,5,0,Otono,MIA-SEA
9,4,UA,ATL,MCO,39,1.7,1562,0,0,0,Otono,ATL-MCO
2,3,AA,SFO,LAX,219,12.1,1140,0,2,0,Invierno,SFO-LAX
12,2,B6,DFW,ATL,340,14.8,566,0,3,0,Invierno,DFW-ATL
10,4,NK,SFO,BOS,2140,16.8,2256,1,21,0,Otono,SFO-BOS
12,4,WN,BOS,SFO,1800,-7.0,1159,0,18,0,Invierno,BOS-SFO
9,1,B6,MCO,JFK,1235,-4.8,783,0,12,0,Otono,MCO-JFK
7,2,AA,SEA,LAX,858,13.3,2531,0,8,0,Verano,SEA-LAX
3,2,NK,CLT,ORD,1437,12.8,698,0,14,0,Primavera,CLT-ORD
1,2,AA,SEA,ATL,1533,21.9,568,1,15,0,Invierno,SEA-ATL
4,4,DL,SEA,IAH,1151,9.4,2293,0,11,0,Primavera,SEA-IAH
2,4,WN,MCO,LAS,2035,10.4,1181,0,20,0,Invierno,MCO-LAS
7,1,HA,ORD,SEA,1817,11.2,2607,0,18,0,Verano,ORD-SEA
1,7,HA,SFO,ORD,2356,10.5,2375,0,23,1,Invierno,SFO-ORD
9,2,DL,JFK,BOS,850,-9.1,1193,0,8,0,Otono,JFK-BOS
4,4,B6,MCO,DEN,449,-10.8,1100,0,4,0,Primavera,MCO-DEN
12,4,UA,IAH,CLT,1949,29.0,721,1,19,0,Invierno,IAH-CLT
6,1,UA,MCO,JFK,224,3.7,2644,0,2,0,Verano,MCO-JFK
8,6,DL,SEA,BOS,327,4.5,338,0,3,1,Verano,SEA-BOS
9,7,UA,MIA,MCO,1523,4.6,2588,0,15,1,Otono,MIA-MCO
5,7,NK,MIA,BOS,1857,12.3,1546,0,18,1,Primavera,MIA-BOS
8,2,UA,CLT,MCO,1405,30.2,1102,1,14,0,Verano,CLT-MCO
5,3,NK,PHX,DFW,2012,28.0,849,1,20,0,Primavera,PHX-DFW
7,4,DL,CLT,JFK,1850,19.2,2675,1,18,0,Verano,CLT-JFK
11,2,UA,SEA,ORD,1354,9.0,2641,0,13,0,Otono,SEA-ORD
2,1,WN,SFO,DFW,504,-9.9,2430,0,5,0,Invierno,SFO-DFW
7,3,WN,LAS,ATL,242,-10.5,403,0,2,0,Verano,LAS-ATL
3,1,NK,LAS,MIA,1923,17.2,1894,1,19,0,Primavera,LAS-MIA
11,2,AA,DFW,SEA,2006,45.9,226,1,20,0,Otono,DFW-SEA
11,4,UA,ATL,LAX,212,3.4,781,0,2,0,Otono,ATL-LAX
4,3,UA,SFO,PHX,838,-8.9,1356,0,8,0,Primavera,SFO-PHX
4,5,UA,ATL,MCO,1715,14.0,2261,0,17,0,Primavera,ATL-MCO
4,1,WN,DEN,LAX,1303,-8.8,552,0,13,0,Primavera,DEN-LAX
3,5,UA,MIA,JFK,1731,-11.8,1410,0,17,0,Primavera,MIA-JFK
9,5,AA,DFW,IAH,823,-1.0,757,0,8,0,Otono,DFW-IAH
7,5,DL,MIA,JFK,722,-13.0,2370,0,7,0,Verano,MIA-JFK
7,1,AS,MIA,SFO,2234,25.5,1057,1,22,0,Verano,MIA-SFO
8,7,AS,LAX,MCO,1436,33.5,2589,1,14,1,Verano,LAX-MCO
10,4,UA,MCO,ORD,1657,13.7,1899,0,16,0,Otono,MCO-ORD
4,4,WN,BOS,SFO,1831,-7.8,1877,0,18,0,Primavera,BOS-SFO
7,1,AA,IAH,SEA,1801,36.7,1738,1,18,0,Verano,IAH-SEA
5,2,UA,SEA,MCO,2337,9.4,2456,0,23,0,Primavera,SEA-MCO
7,7,AA,ATL,SEA,2259,50.5,2642,1,22,1,Verano,ATL-SEA
3,1,UA,PHX,ATL,1347,-0.4,1427,0,13,0,Primavera,PHX-ATL
3,4,F9,BOS,IAH,1255,3.0,1820,0,12,0,Primavera,BOS-IAH
3,5,F9,JFK,IAH,1138,1.5,2225,0,11,0,Primavera,JFK-IAH
3,7,UA,MCO,DFW,959,0.6,2114,0,9,1,Primavera,MCO-DFW
10,2,B6,ORD,LAS,253,-1.7,1296,0,2,0,Otono,ORD-LAS
11,5,B6,BOS,DEN,1627,-1.8,2287,0,16,0,Otono,BOS-DEN
9,5,UA,LAS,ATL,2000,17.6,2453,1,20,0,Otono,LAS-ATL
7,1,DL,SEA,BOS,1152,-0.5,1357,0,11,0,Verano,SEA-BOS
1,6,AA,MIA,IAH,2349,12.6,1483,0,23,1,Invierno,MIA-IAH
12,1,AS,LAS,CLT,512,10.6,476,0,5,0,Invierno,LAS-CLT
5,1,AA,ORD,SEA,451,4.3,916,0,4,0,Primavera,ORD-SEA
1,3,AA,ATL,CLT,2238,21.5,339,1,22,0,Invierno,ATL-CLT
2,6,AA,IAH,JFK,1441,10.8,2541,0,14,1,Invierno,IAH-JFK
9,1,AA,DEN,JFK,504,30.5,1329,1,5,0,Otono,DEN-JFK
1,4,B6,LAS,DEN,1211,19.0,1010,1,12,0,Invierno,LAS-DEN
10,6,B6,JFK,MCO,853,16.5,1532,1,8,1,Otono,JFK-MCO
9,5,WN,DEN,IAH,2328,5.4,273,0,23,0,Otono,DEN-IAH
7,2,AA,SEA,CLT,2252,26.5,2218,1,22,0,Verano,SEA-CLT
12,3,UA,JFK,IAH,1529,38.4,2422,1,15,0,Invierno,JFK-IAH
2,5,DL,PHX,SEA,717,-8.0,2436,0,7,0,Invierno,PHX-SEA
9,2,B6,DEN,ATL,923,-0.6,572,0,9,0,Otono,DEN-ATL
3,5,B6,ORD,IAH,1739,11.6,1978,0,17,0,Primavera,ORD-IAH
3,6,AA,CLT,SEA,13,26.1,2424,1,0,1,Primavera,CLT-SEA
7,1,DL,IAH,SFO,152,14.1,2052,0,1,0,Verano,IAH-SFO
10,3,AA,JFK,DFW,714,20.5,1766,1,7,0,Otono,JFK-DFW
10,3,UA,IAH,MIA,2019,19.5,1810,1,20,0,Otono,IAH-MIA
9,1,UA,LAS,JFK,1912,29.4,904,1,19,0,Otono,LAS-JFK
12,4,WN,DEN,LAX,20,-3.8,1869,0,0,0,Invierno,DEN-LAX
11,5,AA,MCO,JFK,1541,30.4,835,1,15,0,Otono,MCO-JFK
7,1,F9,BOS,PHX,1531,32.7,1491,1,15,0,Verano,BOS-PHX
4,2,DL,ORD,DEN,223,0.6,1127,0,2,0,Primavera,ORD-DEN
4,4,AS,JFK,SEA,1711,1.9,2237,0,17,0,Primavera,JFK-SEA
8,5,UA,PHX,SFO,904,9.3,285,0,9,0,Verano,PHX-SFO
12,2,UA,ORD,LAS,626,15.3,226,1,6,0,Invierno,ORD-LAS
8,1,OO,DFW,ATL,619,32.1,711,1,6,0,Verano,DFW-ATL
10,4,NK,CLT,PHX,1545,1.3,697,0,15,0,Otono,CLT-PHX
4,2,UA,PHX,ORD,505,12.8,2146,0,5,0,Primavera,PHX-ORD
6,1,B6,LAX,MCO,1805,17.9,1925,1,18,0,Verano,LAX-MCO
11,3,AA,MCO,CLT,515,3.8,1672,0,5,0,Otono,MCO-CLT
3,4,DL,MCO,IAH,352,-10.1,1756,0,3,0,Primavera,MCO-IAH
10,4,DL,DEN,MCO,2056,18.8,1587,1,20,0,Otono,DEN-MCO
5,3,B6,CLT,ORD,1027,14.8,562,0,10,0,Primavera,CLT-ORD
9,5,UA,ORD,MIA,2142,21.6,421,1,21,0,Otono,ORD-MIA
5,2,WN,DFW,CLT,2226,-7.3,565,0,22,0,Primavera,DFW-CLT
12,6,NK,SFO,MCO,1243,22.4,1515,1,12,1,Invierno,SFO-MCO
12,4,OO,BOS,ORD,1212,25.5,1789,1,12,0,Invierno,BOS-ORD
9,4,AA,CLT,DEN,131,18.7,2164,1,1,0,Otono,CLT-DEN
6,3,UA,JFK,LAX,124,-6.9,1760,0,1,0,Verano,JFK-LAX
4,3,UA,LAS,ORD,253,10.7,214,0,2,0,Primavera,LAS-ORD
8,1,HA,SEA,PHX,2126,52.8,629,1,21,0,Verano,SEA-PHX
1,4,F9,CLT,SEA,1111,3.5,1515,0,11,0,Invierno,CLT-SEA
1,4,AA,PHX,DFW,2315,60.1,2656,1,23,0,Invierno,PHX-DFW
3,1,AS,BOS,ORD,1433,-9.9,973,0,14,0,Primavera,BOS-ORD
10,7,UA,JFK,ATL,959,-17.1,914,0,9,1,Otono,JFK-ATL
8,5,B6,JFK,MCO,542,16.1,670,1,5,0,Verano,JFK-MCO
11,5,AS,SEA,ORD,1552,2.3,1592,0,15,0,Otono,SEA-ORD
10,1,NK,DEN,SEA,432,14.7,884,0,4,0,Otono,DEN-SEA
1,3,AA,SEA,CLT,2212,28.5,1240,1,22,0,Invierno,SEA-CLT
11,4,OO,LAX,PHX,1631,23.5,2199,1,16,0,Otono,LAX-PHX
1,4,DL,MCO,DEN,2006,32.3,1709,1,20,0,Invierno,MCO-DEN
4,3,OO,LAS,IAH,2040,29.5,205,1,20,0,Primavera,LAS-IAH
9,3,HA,SFO,LAX,1930,13.5,159,0,19,0,Otono,SFO-LAX
7,2,AA,LAX,JFK,1236,45.6,345,1,12,0,Verano,LAX-JFK
11,3,NK,SEA,LAS,1858,16.2,833,1,18,0,Otono,SEA-LAS
7,3,UA,SEA,PHX,815,27.1,2398,1,8,0,Verano,SEA-PHX
6,4,B6,MCO,PHX,722,-17.6,1275,0,7,0,Verano,MCO-PHX
6,7,UA,IAH,LAX,1652,0.5,1458,0,16,1,Verano,IAH-LAX
9,1,UA,PHX,ATL,1341,8.5,1233,0,13,0,Otono,PHX-ATL
9,1,UA,PHX,SEA,248,14.0,272,0,2,0,Otono,PHX-SEA
9,1,UA,LAS,DFW,1543,18.9,2278,1,15,0,Otono,LAS-DFW
9,2,AA,DEN,IAH,1857,34.5,1234,1,18,0,Otono,DEN-IAH
1,1,WN,DFW,BOS,1558,-7.4,2247,0,15,0,Invierno,DFW-BOS
6,1,B6,JFK,BOS,639,5.0,2331,0,6,0,Verano,JFK-BOS
1,2,UA,SEA,MIA,1129,-17.0,686,0,11,0,Invierno,SEA-MIA
6,3,B6,LAX,MIA,1823,37.5,1281,1,18,0,Verano,LAX-MIA
10,1,B6,SFO,MIA,1848,5.2,2148,0,18,0,Otono,SFO-MIA
1,7,NK,IAH,SEA,618,14.1,831,0,6,1,Invierno,IAH-SEA
11,2,UA,CLT,LAX,102,8.5,1050,0,1,0,Otono,CLT-LAX
1,2,UA,IAH,ORD,1228,5.5,2154,0,12,0,Invierno,IAH-ORD
6,1,UA,LAX,ORD,740,7.7,1469,0,7,0,Verano,LAX-ORD
9,5,UA,IAH,MIA,839,-1.5,727,0,8,0,Otono,IAH-MIA
3,5,F9,LAS,SEA,255,12.9,1069,0,2,0,Primavera,LAS-SEA
10,1,B6,CLT,JFK,1433,-1.7,1687,0,14,0,Otono,CLT-JFK
7,3,WN,DFW,SEA,1218,0.6,743,0,12,0,Verano,DFW-SEA
9,6,UA,CLT,DEN,709,10.6,1403,0,7,1,Otono,CLT-DEN
